ID,Lat,Lon,SAMPLE_1
Addishi,43.02463086,43.01716005,97.4000015258789
Blaisen,60.554821,7.492456889,140.199996948242
Bonaparte,-64.75502144,-64.03676427,
Castle Creek,53.0346,-120.4596,146.899993896484
Ecology,-62.18295167,-58.47022901,
El Morado,-33.73780091,-70.06513064,56.2000007629395
Exploradores,-46.5166,-73.1666,30.7000007629395
Falljokull,63.9767271,-16.769957,211.399993896484
Forni,46.39383461,10.58866174,22.7999992370605
Gries,46.44341,8.337930974,27.8999996185303
Grigoriev,41.975833,77.913333,11.6999998092651
Gulkana,63.25,-145.416667,11.1999998092651
Hansbreen,77.0312,15.6479,47.2000007629395
Isfallsglaci?ren,67.91483,18.5663,108.800003051758
Iver,-33.25,-70.2166,52.2000007629395
Midtre Lov?nbreen,78.885,12.0495,38.2999992370605
Morterasch,46.39872903,9.920244756,25.2000007629395
Recherchebreen,77.4496,14.7978,58.9000015258789
Renardbreen,77.5238,14.4284,64.0999984741211
Scottbreen,77.5514,14.365,65.0999984741211
Suntarhyata No.29-31,62.583333,140.85,5.19999980926514
Tsanteleina,45.4799,7.046,57.9000015258789
Tyndall,-51.2166,-73.2833,156.899993896484
Urumqi  No.1,43.116667,86.8,10.5
Vestre Broggerbreen,78.9006,11.8187,41.2000007629395
Waldemarbreen,78.6783,12.0584,45.7000007629395
Werenskioldbreen,77.0764,15.3202,55.7999992370605
Yala,28.23,85.61,20.1000003814697
Zebru,46.478611,10.568056,23.7000007629395
