ID,Lat,Lon,SAMPLE_1
Addishi,43.02463086,43.01716005,78.6999969482422
Blaisen,60.554821,7.492456889,154.899993896484
Bonaparte,-64.75502144,-64.03676427,
Castle Creek,53.0346,-120.4596,69.1999969482422
Ecology,-62.18295167,-58.47022901,
El Morado,-33.73780091,-70.06513064,7.59999990463257
Exploradores,-46.5166,-73.1666,49.4000015258789
Falljokull,63.9767271,-16.769957,135.699996948242
Forni,46.39383461,10.58866174,70.3000030517578
Gries,46.44341,8.337930974,75.0999984741211
Grigoriev,41.975833,77.913333,1.39999997615814
Gulkana,63.25,-145.416667,19.6000003814697
Hansbreen,77.0312,15.6479,40.2999992370605
Isfallsglaci?ren,67.91483,18.5663,45.7000007629395
Iver,-33.25,-70.2166,4.59999990463257
Midtre Lov?nbreen,78.885,12.0495,45.9000015258789
Morterasch,46.39872903,9.920244756,69.9000015258789
Recherchebreen,77.4496,14.7978,48.7999992370605
Renardbreen,77.5238,14.4284,52.4000015258789
Scottbreen,77.5514,14.365,54.5999984741211
Suntarhyata No.29-31,62.583333,140.85,9.39999961853027
Tsanteleina,45.4799,7.046,85.4000015258789
Tyndall,-51.2166,-73.2833,34.2999992370605
Urumqi  No.1,43.116667,86.8,2.29999995231628
Vestre Broggerbreen,78.9006,11.8187,49.2000007629395
Waldemarbreen,78.6783,12.0584,52
Werenskioldbreen,77.0764,15.3202,46.4000015258789
Yala,28.23,85.61,184.300003051758
Zebru,46.478611,10.568056,76.3000030517578
