ID,Lat,Lon,SAMPLE_1
Addishi,43.02463086,43.01716005,65
Blaisen,60.554821,7.492456889,69.9000015258789
Bonaparte,-64.75502144,-64.03676427,
Castle Creek,53.0346,-120.4596,98.1999969482422
Ecology,-62.18295167,-58.47022901,
El Morado,-33.73780091,-70.06513064,1
Exploradores,-46.5166,-73.1666,67.0999984741211
Falljokull,63.9767271,-16.769957,293
Forni,46.39383461,10.58866174,11.6000003814697
Gries,46.44341,8.337930974,16.5
Grigoriev,41.975833,77.913333,7.69999980926514
Gulkana,63.25,-145.416667,4.59999990463257
Hansbreen,77.0312,15.6479,49.2999992370605
Isfallsglaci?ren,67.91483,18.5663,114.699996948242
Iver,-33.25,-70.2166,0.5
Midtre Lov?nbreen,78.885,12.0495,35.0999984741211
Morterasch,46.39872903,9.920244756,18.7999992370605
Recherchebreen,77.4496,14.7978,57
Renardbreen,77.5238,14.4284,62.5
Scottbreen,77.5514,14.365,64.3000030517578
Suntarhyata No.29-31,62.583333,140.85,7.19999980926514
Tsanteleina,45.4799,7.046,15.6000003814697
Tyndall,-51.2166,-73.2833,174.899993896484
Urumqi  No.1,43.116667,86.8,1.39999997615814
Vestre Broggerbreen,78.9006,11.8187,38
Waldemarbreen,78.6783,12.0584,42.7999992370605
Werenskioldbreen,77.0764,15.3202,56
Yala,28.23,85.61,1.89999997615814
Zebru,46.478611,10.568056,13.3999996185303
