ID,Lat,Lon,SAMPLE_1
Addishi,43.02463086,43.01716005,148.600006103516
Blaisen,60.554821,7.492456889,162.600006103516
Bonaparte,-64.75502144,-64.03676427,
Castle Creek,53.0346,-120.4596,119.300003051758
Ecology,-62.18295167,-58.47022901,
El Morado,-33.73780091,-70.06513064,48.9000015258789
Exploradores,-46.5166,-73.1666,166.699996948242
Falljokull,63.9767271,-16.769957,28.7000007629395
Forni,46.39383461,10.58866174,88.5999984741211
Gries,46.44341,8.337930974,91.9000015258789
Grigoriev,41.975833,77.913333,60.4000015258789
Gulkana,63.25,-145.416667,37.0999984741211
Hansbreen,77.0312,15.6479,54.9000015258789
Isfallsglaci?ren,67.91483,18.5663,140.300003051758
Iver,-33.25,-70.2166,65.8000030517578
Midtre Lov?nbreen,78.885,12.0495,44.0999984741211
Morterasch,46.39872903,9.920244756,97
Recherchebreen,77.4496,14.7978,65.9000015258789
Renardbreen,77.5238,14.4284,65.5999984741211
Scottbreen,77.5514,14.365,66.3000030517578
Suntarhyata No.29-31,62.583333,140.85,75.8000030517578
Tsanteleina,45.4799,7.046,65.9000015258789
Tyndall,-51.2166,-73.2833,88.5
Urumqi  No.1,43.116667,86.8,66.0999984741211
Vestre Broggerbreen,78.9006,11.8187,45.9000015258789
Waldemarbreen,78.6783,12.0584,48.9000015258789
Werenskioldbreen,77.0764,15.3202,63.2999992370605
Yala,28.23,85.61,38.5
Zebru,46.478611,10.568056,95.8000030517578
